S/N,Latitude,Longitude,Location,LGA,State,24hr,3day,7day
272,11.3149995803833,10.473999977111816,Misau,Misau,BAUCHI,LOW,LOW,MODERATE
273,11.3149995803833,11.13599967956543,Kare,Fika,YOBE,MODERATE,MODERATE,MODERATE
274,11.307999610900879,7.73199987411499,Kudan,Kudan,KADUNA,HIGH,MODERATE,MODERATE
275,11.298999786376953,6.60200023651123,Karauchi,Maru,ZAMFARA,LOW,LOW,HIGH
276,11.279999732971191,11.307000160217285,Fika,Fika,YOBE,MODERATE,MODERATE,HIGH
277,11.279000282287598,5.940999984741211,Bena,Wasagu/Danko,KEBBI,LOW,MODERATE,CRITICAL
278,11.279000282287598,8.777999877929688,Sitti,Sumaila,KANO,MODERATE,CRITICAL,MODERATE
279,11.277999877929688,10.208000183105469,Jarmowo,Giade,BAUCHI,MODERATE,HIGH,HIGH
280,11.27400016784668,9.887999534606934,Gwaram,Gwaram,JIGAWA,LOW,MODERATE,HIGH
281,11.267000198364258,4.438000202178955,Besse,Koko/Besse,KEBBI,MODERATE,HIGH,HIGH
282,11.26099967956543,6.776999950408936,Kwadaga,Birnin Gwari,KADUNA,CRITICAL,CRITICAL,CRITICAL
283,11.246000289916992,13.640999794006348,Dure Karguma,Gwoza,BORNO,LOW,HIGH,MODERATE
284,11.241999626159668,5.467999935150146,Dirindaji,Sakaba,KEBBI,CRITICAL,CRITICAL,CRITICAL
285,11.241999626159668,8.406000137329102,Tudun Wada,Tudun Wada,KANO,HIGH,HIGH,LOW
286,11.237000465393066,4.909999847412109,Duku,Rijau,NIGER,MODERATE,HIGH,CRITICAL
287,11.227999687194824,9.590999603271484,Shamaki,Ningi,BAUCHI,MODERATE,HIGH,CRITICAL
288,11.211999893188477,13.222999572753906,Mulgai,Damboa,BORNO,CRITICAL,HIGH,MODERATE
289,11.204000473022461,10.84000015258789,Sabon Gari,Darazo,BAUCHI,HIGH,MODERATE,HIGH
290,11.20199966430664,12.034000396728516,Buni,Gujba,YOBE,MODERATE,LOW,HIGH
291,11.184000015258789,4.639999866485596,Kade,Shanga,KEBBI,MODERATE,LOW,HIGH
292,11.178000450134277,8.227999687194824,Ikara,Ikara,KADUNA,LOW,LOW,MODERATE
293,11.166999816894531,8.54800033569336,Burji,Doguwa,KANO,MODERATE,CRITICAL,HIGH
294,11.163000106811523,5.014999866485596,Iri,Rijau,NIGER,CRITICAL,CRITICAL,MODERATE
295,11.15999984741211,4.306000232696533,Lafagu,Bagudo,KEBBI,HIGH,HIGH,CRITICAL
296,11.159000396728516,3.724999904632568,Samia,Bagudo,KEBBI,MODERATE,HIGH,HIGH
297,11.157999992370605,12.760000228881836,Damboa,Damboa,BORNO,CRITICAL,CRITICAL,CRITICAL
298,11.152999877929688,10.454999923706055,Gabarin,Darazo,BAUCHI,LOW,LOW,LOW
299,11.126999855041504,3.989000082015991,Darana,Bagudo,KEBBI,MODERATE,MODERATE,MODERATE
300,11.102999687194824,11.901000022888184,Kokuwa,Gulani,YOBE,LOW,LOW,MODERATE
301,11.10200023651123,4.724999904632568,Giro-masa,Shanga,KEBBI,LOW,LOW,LOW
302,11.097000122070312,5.255000114440918,Rijau,Rijau,NIGER,HIGH,MODERATE,HIGH
303,11.09000015258789,6.570000171661377,Kwiambana,Maru,ZAMFARA,LOW,HIGH,HIGH
304,11.081999778747559,7.716000080108643,Zaria,Zaria,KADUNA,MODERATE,MODERATE,MODERATE
305,11.081999778747559,11.336000442504883,Nafada,Nafada,GOMBE,MODERATE,HIGH,LOW
306,11.074999809265137,9.5649995803833,Ningi,Ningi,BAUCHI,LOW,LOW,LOW
307,11.071000099182129,4.074999809265137,Buya,Bagudo,KEBBI,HIGH,LOW,MODERATE
308,11.065999984741211,4.327000141143799,Tunga Laila,Shanga,KEBBI,MODERATE,LOW,LOW
309,11.055999755859375,5.599999904632568,Sakaba,Sakaba,KEBBI,LOW,MODERATE,HIGH
310,11.050999641418457,4.658999919891357,Nasarawa,Shanga,KEBBI,LOW,HIGH,MODERATE
311,11.038000106811523,6.985000133514404,Kadaura,Birnin Gwari,KADUNA,LOW,MODERATE,HIGH
312,11.034000396728516,11.737000465393066,Biusare,Gulani,YOBE,MODERATE,MODERATE,HIGH
313,11.027000427246094,5.958000183105469,Kotonkoro,Mariga,NIGER,MODERATE,HIGH,CRITICAL
314,11.01099967956543,6.797999858856201,Sofo-birnin-gwari,Birnin Gwari,KADUNA,LOW,HIGH,CRITICAL
315,10.979999542236328,8.059000015258789,Soba,Soba,KADUNA,LOW,LOW,MODERATE
316,10.977999687194824,13.340999603271484,Izge Rana,Gwoza,BORNO,MODERATE,MODERATE,MODERATE
317,10.937000274658203,10.029999732971191,Ugumji,Ganjuwa,BAUCHI,MODERATE,CRITICAL,HIGH
318,10.9350004196167,5.309999942779541,Warari,Rijau,NIGER,LOW,MODERATE,MODERATE
319,10.930999755859375,7.836999893188477,Matari,Soba,KADUNA,LOW,MODERATE,HIGH
320,10.916999816894531,12.086999893188477,Buratai,Biu,BORNO,LOW,LOW,LOW
321,10.913000106811523,7.129000186920166,Atuma,Giwa,KADUNA,MODERATE,HIGH,CRITICAL
322,10.907999992370605,11.277999877929688,Birri,Nafada,GOMBE,LOW,MODERATE,MODERATE
323,10.892999649047852,9.82699966430664,Miya,Ganjuwa,BAUCHI,HIGH,MODERATE,MODERATE
324,10.885000228881836,12.5600004196167,Badir,Chibok,BORNO,LOW,LOW,LOW
325,10.880999565124512,12.906999588012695,Chibok,Chibok,BORNO,MODERATE,HIGH,MODERATE
326,10.878000259399414,5.01200008392334,Kembu,Ngaski,KEBBI,MODERATE,CRITICAL,CRITICAL
327,10.87399959564209,3.884999990463257,Swate,Borgu,NIGER,MODERATE,MODERATE,MODERATE
328,10.842000007629395,4.119999885559082,Konkwesso,Borgu,NIGER,MODERATE,MODERATE,MODERATE
329,10.840999603271484,9.090999603271484,Rafin Dinga,Ningi,BAUCHI,HIGH,HIGH,LOW
330,10.835000038146973,4.491000175476074,Mogo,Agwara,NIGER,LOW,LOW,MODERATE
331,10.8149995803833,10.776000022888184,Dukku,Dukku,GOMBE,CRITICAL,HIGH,LOW
332,10.814000129699707,5.372000217437744,Gulbin Boka,Mariga,NIGER,MODERATE,HIGH,HIGH
333,10.814000129699707,7.304999828338623,Sabon Birni,Igabi,KADUNA,MODERATE,MODERATE,MODERATE
334,10.809000015258789,6.058000087738037,Kurugin Maidowa,Mariga,NIGER,HIGH,MODERATE,MODERATE
335,10.78499984741211,7.782999992370605,Igabi,Igabi,KADUNA,HIGH,HIGH,MODERATE
336,10.78499984741211,8.770000457763672,Zenabi,Doguwa,KANO,HIGH,CRITICAL,CRITICAL
337,10.779999732971191,4.815999984741211,Bin Yauri,Ngaski,KEBBI,CRITICAL,CRITICAL,HIGH
338,10.765000343322754,7.125999927520752,Muya,Birnin Gwari,KADUNA,LOW,MODERATE,HIGH
339,10.76200008392334,8.560999870300293,Sogaga,Kubau,KADUNA,LOW,MODERATE,MODERATE
340,10.753000259399414,12.156999588012695,Miringa,Biu,BORNO,MODERATE,MODERATE,HIGH
341,10.732999801635742,6.826000213623047,Tundun Sakwa,Chikun,KADUNA,MODERATE,HIGH,CRITICAL
342,10.718999862670898,11.694999694824219,Gulani,Gulani,YOBE,MODERATE,MODERATE,HIGH
343,10.706000328063965,6.215000152587891,Kakangi,Birnin Gwari,KADUNA,HIGH,CRITICAL,CRITICAL
344,10.699999809265137,11.36400032043457,Tongo,Funakaye,GOMBE,MODERATE,CRITICAL,CRITICAL
345,10.678000450134277,12.739999771118164,Pupanyunyu,Askira/Uba,BORNO,MODERATE,LOW,LOW
346,10.673999786376953,8.281000137329102,Pambeguwa,Kubau,KADUNA,HIGH,CRITICAL,CRITICAL
347,10.664999961853027,9.126999855041504,Sabon Gari,Toro,BAUCHI,CRITICAL,CRITICAL,HIGH
348,10.66100025177002,6.548999786376953,Birnin Gwari,Birnin Gwari,KADUNA,CRITICAL,CRITICAL,CRITICAL
349,10.652999877929688,12.979999542236328,Askira,Askira/Uba,BORNO,HIGH,LOW,LOW
350,10.638999938964844,6.96999979019165,Ganga,Chikun,KADUNA,LOW,MODERATE,MODERATE
351,10.61400032043457,7.230000019073486,Buruku,Chikun,KADUNA,MODERATE,MODERATE,MODERATE
352,10.60099983215332,12.206000328063965,Biu,Biu,BORNO,MODERATE,CRITICAL,HIGH
353,10.597000122070312,5.703999996185303,Iferri,Mariga,NIGER,HIGH,MODERATE,MODERATE
354,10.553999900817871,6.322000026702881,Ungwan Zakara,Birnin Gwari,KADUNA,LOW,MODERATE,CRITICAL
355,10.553999900817871,9.630999565124512,Rauta,Bauchi,BAUCHI,LOW,LOW,LOW
356,10.545000076293945,6.145999908447266,Randeggi,Birnin Gwari,KADUNA,MODERATE,LOW,LOW
357,10.519000053405762,7.442999839782715,Kaduna,Kaduna North,KADUNA,LOW,HIGH,CRITICAL
358,10.515999794006348,13.130000114440918,Wamdewo,Askira/Uba,BORNO,CRITICAL,HIGH,CRITICAL
359,10.508999824523926,6.451000213623047,Kusheriki,Rafi,NIGER,MODERATE,HIGH,HIGH
360,10.494999885559082,8.845000267028809,Dababe,Toro,BAUCHI,HIGH,HIGH,MODERATE
361,10.487000465393066,7.066999912261963,Tudun Quardo,Chikun,KADUNA,LOW,HIGH,HIGH
362,10.47599983215332,5.150000095367432,Ibeto,Magama,NIGER,HIGH,HIGH,MODERATE
363,10.472000122070312,11.105999946594238,Gadam,Kwami,GOMBE,LOW,MODERATE,MODERATE
364,10.468000411987305,3.904000043869019,Sabon Gida,Borgu,NIGER,MODERATE,HIGH,MODERATE
365,10.45199966430664,10.404000282287598,Beni,Kirfi,BAUCHI,MODERATE,CRITICAL,CRITICAL
366,10.451000213623047,5.685999870300293,Uzawo,Mariga,NIGER,HIGH,LOW,CRITICAL
367,10.449000358581543,12.427000045776367,Kwajaffa Babur,Hawul,BORNO,CRITICAL,CRITICAL,CRITICAL
368,10.4399995803833,9.241999626159668,Lame,Toro,BAUCHI,CRITICAL,CRITICAL,CRITICAL
369,10.439000129699707,9.822999954223633,Gubi,Bauchi,BAUCHI,MODERATE,HIGH,HIGH
370,10.409000396728516,6.63100004196167,Alawa,Shiroro,NIGER,LOW,LOW,LOW
371,10.406000137329102,6.403999805450439,Pandogari,Rafi,NIGER,LOW,LOW,MODERATE
372,10.406000137329102,10.795000076293945,Bara,Kirfi,BAUCHI,MODERATE,MODERATE,LOW
373,10.406000137329102,12.597999572753906,Garkida,Gombi,ADAMAWA,MODERATE,LOW,HIGH
374,10.404999732971191,8.687999725341797,Rahama,Lere,KADUNA,CRITICAL,HIGH,HIGH
375,10.401000022888184,5.46999979019165,Kontagora,Kontagora,NIGER,LOW,MODERATE,CRITICAL
376,10.395999908447266,3.822000026702881,Babana,Borgu,NIGER,MODERATE,MODERATE,CRITICAL
377,10.387999534606934,4.124000072479248,Kubli,Borgu,NIGER,HIGH,MODERATE,MODERATE
378,10.37399959564209,11.694999694824219,Wuyo,Bayo,BORNO,LOW,LOW,HIGH
379,10.336000442504883,7.017000198364258,Gadna,Shiroro,NIGER,MODERATE,MODERATE,MODERATE
380,10.3100004196167,9.845000267028809,Bauchi,Bauchi,BAUCHI,MODERATE,HIGH,MODERATE
381,10.307000160217285,4.973000049591064,Salka,Magama,NIGER,LOW,MODERATE,HIGH
382,10.300000190734863,12.199000358581543,Buma,Hawul,BORNO,MODERATE,CRITICAL,HIGH
383,10.281999588012695,11.175000190734863,Gombe,Gombe,GOMBE,MODERATE,MODERATE,MODERATE
384,10.279000282287598,5.916999816894531,Bobi,Mariga,NIGER,HIGH,MODERATE,LOW
385,10.274999618530273,6.037000179290771,Unkwoi,Mariga,NIGER,MODERATE,MODERATE,MODERATE
386,10.262999534606934,13.272000312805176,Mubi,Mubi South,ADAMAWA,MODERATE,HIGH,CRITICAL
387,10.258999824523926,10.338000297546387,Alkalere,Alkaleri,BAUCHI,LOW,CRITICAL,LOW
388,10.253000259399414,7.293000221252441,Gwagwada,Chikun,KADUNA,LOW,CRITICAL,MODERATE
389,10.246999740600586,12.935999870300293,Hong,Hong,ADAMAWA,HIGH,MODERATE,LOW
390,10.232999801635742,3.671999931335449,Dekala Gwejim,Borgu,NIGER,CRITICAL,HIGH,MODERATE
391,10.232999801635742,4.910999774932861,Gurai,Magama,NIGER,HIGH,MODERATE,MODERATE
392,10.21399974822998,5.599999904632568,Duchin Magaji,Mashegu,NIGER,LOW,MODERATE,CRITICAL
393,10.204000473022461,11.388999938964844,Deba Habe,Yamaltu/Deba,GOMBE,LOW,MODERATE,HIGH
394,10.187999725341797,12.0649995803833,Shani,Shani,BORNO,MODERATE,MODERATE,MODERATE
395,10.180999755859375,4.724999904632568,Auna,Magama,NIGER,CRITICAL,HIGH,HIGH
396,10.175000190734863,8.899999618530273,Fuskam Mata,Bassa,PLATEAU,HIGH,MODERATE,MODERATE
397,10.163000106811523,8.583999633789062,Garun Kurama,Lere,KADUNA,LOW,LOW,LOW
398,10.161999702453613,12.74899959564209,Little Gombi,Gombi,ADAMAWA,MODERATE,MODERATE,HIGH
399,10.15999984741211,10.789999961853027,Maimadi,Alkaleri,BAUCHI,HIGH,HIGH,MODERATE
400,10.140000343322754,9.284000396728516,Rinjim Mukur,Toro,BAUCHI,MODERATE,MODERATE,MODERATE
401,10.128000259399414,8.371000289916992,Agam,Kajuru,KADUNA,CRITICAL,LOW,LOW
402,10.102999687194824,7.907999992370605,Idon,Kauru,KADUNA,HIGH,MODERATE,MODERATE
403,10.10200023651123,5.429999828338623,Kabogi,Mashegu,NIGER,HIGH,MODERATE,LOW
404,10.065999984741211,6.195000171661377,Tegina,Rafi,NIGER,HIGH,LOW,MODERATE
405,10.050999641418457,11.822999954223633,Kombo,Balanga,GOMBE,LOW,MODERATE,HIGH
406,10.04699993133545,10.291000366210938,Gayar,Alkaleri,BAUCHI,MODERATE,MODERATE,MODERATE
407,10.045999526977539,3.622999906539917,Kilogbe,Baruten,KWARA,LOW,LOW,MODERATE
408,10.020999908447266,7.109000205993652,Sarkin Pawa,Muya,NIGER,MODERATE,LOW,LOW
409,9.98799991607666,13.215999603271484,Maiha,Maiha,ADAMAWA,MODERATE,LOW,CRITICAL
410,9.923999786376953,8.892999649047852,Jos,Jos North,PLATEAU,MODERATE,HIGH,HIGH
411,9.91100025177002,3.596999883651733,Karunji,Baruten,KWARA,LOW,MODERATE,CRITICAL
412,9.904999732971191,7.452000141143799,Gidan Bahagu,Kachia,KADUNA,LOW,HIGH,LOW
413,9.902000427246094,4.421999931335449,Wawa,Borgu,NIGER,MODERATE,MODERATE,MODERATE
414,9.894000053405762,4.758999824523926,Fellagi,Mashegu,NIGER,LOW,HIGH,HIGH
415,9.880999565124512,11.220999717712402,Kalmai,Billiri,GOMBE,MODERATE,HIGH,LOW
416,9.871000289916992,7.956999778747559,Kachia,Kachia,KADUNA,MODERATE,MODERATE,CRITICAL
417,9.852999687194824,4.185999870300293,Kali,Borgu,NIGER,MODERATE,MODERATE,MODERATE
418,9.82699966430664,10.902999877929688,Putuk,Alkaleri,BAUCHI,LOW,MODERATE,HIGH
419,9.822999954223633,12.616999626159668,Song,Song,ADAMAWA,LOW,LOW,MODERATE
420,9.803000450134277,6.157000064849854,Zungeru,Wushishi,NIGER,LOW,MODERATE,HIGH
421,9.788000106811523,8.864999771118164,Bukuru,Jos South,PLATEAU,LOW,MODERATE,MODERATE
422,9.763999938964844,4.98199987411499,Mule,Mashegu,NIGER,LOW,MODERATE,HIGH
423,9.76099967956543,8.54800033569336,Pari,Kajuru,KADUNA,HIGH,HIGH,MODERATE
424,9.758000373840332,3.401000022888184,Yashikera,Baruten,KWARA,MODERATE,MODERATE,HIGH
425,9.756999969482422,5.514999866485596,Manegi,Mashegu,NIGER,HIGH,HIGH,HIGH
426,9.75,9.552000045776367,Tafawa Balewa,Tafawa Balewa,BAUCHI,LOW,HIGH,HIGH
427,9.729999542236328,4.111999988555908,Worumokato,Kaiama,KWARA,HIGH,CRITICAL,HIGH
428,9.715999603271484,9.805999755859375,Dull,Tafawa Balewa,BAUCHI,LOW,MODERATE,CRITICAL
429,9.70199966430664,9.33899974822998,Lere,Tafawa Balewa,BAUCHI,MODERATE,HIGH,CRITICAL
430,9.694000244140625,10.197999954223633,Taramal,Alkaleri,BAUCHI,MODERATE,HIGH,HIGH
431,9.682000160217285,12.10200023651123,Wurianka,Shelleng,ADAMAWA,MODERATE,MODERATE,MODERATE
432,9.680000305175781,12.005000114440918,Kiri,Shelleng,ADAMAWA,MODERATE,MODERATE,MODERATE
433,9.652999877929688,4.906000137329102,Eban,Mashegu,NIGER,LOW,MODERATE,HIGH
434,9.652000427246094,5.903999805450439,Akerre,Wushishi,NIGER,MODERATE,MODERATE,MODERATE
435,9.640999794006348,7.191999912261963,Beni,Muya,NIGER,MODERATE,MODERATE,MODERATE
436,9.63599967956543,6.945000171661377,Fuka,Muya,NIGER,MODERATE,HIGH,HIGH
437,9.631999969482422,10.727999687194824,Bakoreji,Alkaleri,BAUCHI,CRITICAL,CRITICAL,CRITICAL
438,9.616000175476074,11.4350004196167,Dadiya,Balanga,GOMBE,CRITICAL,CRITICAL,CRITICAL
439,9.61400032043457,13.088000297546387,Konkul,Maiha,ADAMAWA,LOW,MODERATE,HIGH
440,9.607999801635742,6.552999973297119,Minna,Chanchaga,NIGER,HIGH,MODERATE,LOW
441,9.605999946594238,3.953000068664551,Kaiama,Kaiama,KWARA,LOW,LOW,MODERATE
442,9.588000297546387,9.225000381469727,Gindiri,Mangu,PLATEAU,HIGH,HIGH,HIGH
443,9.583000183105469,8.291000366210938,Kafanchan,Jema'a,KADUNA,LOW,MODERATE,HIGH
444,9.574000358581543,5.340000152587891,Pizhi,Lavun,NIGER,LOW,HIGH,HIGH
445,9.571000099182129,11.105999946594238,Dilla,Shomgom,GOMBE,CRITICAL,LOW,MODERATE
446,9.569999694824219,6.208000183105469,Pai,Wushishi,NIGER,HIGH,MODERATE,MODERATE
447,9.567000389099121,7.439000129699707,Jere,Kagarko,KADUNA,LOW,MODERATE,MODERATE
448,9.534000396728516,8.89900016784668,Barakin Ladi,Barkin Ladi,PLATEAU,MODERATE,MODERATE,CRITICAL
449,9.531999588012695,5.052000045776367,Tswafu,Mashegu,NIGER,LOW,CRITICAL,HIGH
450,9.519000053405762,7.083000183105469,Kafin,Paikoro,NIGER,MODERATE,HIGH,HIGH
451,9.51200008392334,12.751999855041504,Wuro Yolde,Fufure,ADAMAWA,HIGH,MODERATE,LOW
452,9.505999565124512,12.574000358581543,Jiberu,Girei,ADAMAWA,HIGH,MODERATE,MODERATE
453,9.503000259399414,7.722000122070312,Kagarko,Kagarko,KADUNA,MODERATE,CRITICAL,HIGH
454,9.501999855041504,5.682000160217285,Kutiwenji,Lavun,NIGER,HIGH,LOW,MODERATE
455,9.48799991607666,12.312999725341797,Gereng,Girei,ADAMAWA,LOW,MODERATE,MODERATE
456,9.479999542236328,4.747000217437744,Shika,Mokwa,NIGER,LOW,HIGH,CRITICAL
457,9.473999977111816,3.522000074386597,Gwasero,Baruten,KWARA,MODERATE,CRITICAL,HIGH
458,9.463000297546387,3.178999900817871,Suya,Baruten,KWARA,LOW,LOW,MODERATE
459,9.460000038146973,5.445000171661377,Charati,Lavun,NIGER,HIGH,MODERATE,MODERATE
460,9.460000038146973,12.032999992370605,Numan,Numan,ADAMAWA,HIGH,CRITICAL,HIGH
461,9.454999923706055,4.962999820709229,Zugurma,Mashegu,NIGER,MODERATE,MODERATE,MODERATE
462,9.449000358581543,8.220999717712402,Ungwar Amere,Jema'a,KADUNA,MODERATE,HIGH,HIGH
463,9.4350004196167,6.151999950408936,Bandegi,Gbako,NIGER,LOW,HIGH,HIGH
464,9.432000160217285,7.366000175476074,Ida,Kagarko,KADUNA,LOW,LOW,LOW
465,9.428999900817871,7.802999973297119,Kubacha,Kagarko,KADUNA,HIGH,LOW,LOW
466,9.427000045776367,6.63700008392334,Paiko,Paikoro,NIGER,LOW,MODERATE,HIGH
467,9.423999786376953,5.221000194549561,Bokanj,Mokwa,NIGER,MODERATE,HIGH,HIGH
468,9.406000137329102,3.877000093460083,Gberia,Kaiama,KWARA,MODERATE,LOW,CRITICAL
469,9.39799976348877,11.92199993133545,Dong,Demsa,ADAMAWA,CRITICAL,CRITICAL,LOW
470,9.395000457763672,9.213000297546387,Panyam,Mangu,PLATEAU,MODERATE,CRITICAL,HIGH
471,9.392000198364258,12.782999992370605,Bilachi,Fufure,ADAMAWA,HIGH,MODERATE,MODERATE
472,9.369000434875488,11.467000007629395,Jen,Lau,TARABA,LOW,HIGH,MODERATE
473,9.362000465393066,9.67300033569336,Amper,Kanke,PLATEAU,HIGH,HIGH,HIGH
474,9.350000381469727,6.302000045776367,Kataergi,Katcha,NIGER,MODERATE,MODERATE,MODERATE
475,9.345999717712402,12.878000259399414,Tepe,Fufure,ADAMAWA,LOW,MODERATE,LOW
476,9.319000244140625,10.170000076293945,Bashar,Wase,PLATEAU,LOW,MODERATE,CRITICAL
477,9.3149995803833,9.444999694824219,Pankshin,Pankshin,PLATEAU,CRITICAL,MODERATE,LOW
478,9.312999725341797,4.76200008392334,Karo,Mokwa,NIGER,MODERATE,MODERATE,HIGH
479,9.307999610900879,6.087999820709229,Manmagi,Gbako,NIGER,LOW,HIGH,LOW
480,9.303999900817871,11.196999549865723,Karim Lamido,Karim-Lamido,TARABA,HIGH,HIGH,CRITICAL
481,9.288000106811523,5.061999797821045,Mokwa,Mokwa,NIGER,LOW,MODERATE,CRITICAL
482,9.281000137329102,12.241999626159668,Ngurore,Yola South,ADAMAWA,CRITICAL,HIGH,HIGH
483,9.279999732971191,8.998000144958496,Bokkos,Bokkos,PLATEAU,CRITICAL,MODERATE,LOW
484,9.27400016784668,12.461999893188477,Jimeta,Yola North,ADAMAWA,LOW,HIGH,HIGH
485,9.270000457763672,5.283999919891357,Gbaki,Mokwa,NIGER,LOW,LOW,LOW
486,9.246000289916992,7.837999820709229,Pandam,Karu,NASARAWA,LOW,LOW,MODERATE
487,9.23900032043457,12.46500015258789,Yola,Yola North,ADAMAWA,MODERATE,MODERATE,MODERATE
488,9.23799991607666,7.007999897003174,Izom,Gurara,NIGER,LOW,MODERATE,HIGH
489,9.23799991607666,11.682999610900879,Mayo Lope,Demsa,ADAMAWA,LOW,MODERATE,MODERATE
490,9.234000205993652,10.574000358581543,Zurak,Wase,PLATEAU,MODERATE,MODERATE,MODERATE
491,9.21399974822998,3.867000102996826,Moshi,Kaiama,KWARA,LOW,LOW,LOW
492,9.211000442504883,3.197999954223633,Okuta,Baruten,KWARA,HIGH,HIGH,LOW
493,9.208000183105469,5.597000122070312,Kutigi,Lavun,NIGER,HIGH,MODERATE,MODERATE
494,9.204000473022461,6.853000164031982,Tando,Abaji,FCT,HIGH,MODERATE,HIGH
495,9.199000358581543,11.279999732971191,Lau,Lau,TARABA,MODERATE,HIGH,CRITICAL
496,9.182999610900879,6.446000099182129,Kutiluko,Agaie,NIGER,LOW,MODERATE,MODERATE
497,9.182000160217285,10.887999534606934,Muri,Karim-Lamido,TARABA,MODERATE,MODERATE,LOW
498,9.177000045776367,6.544000148773193,Takuti,Lapai,NIGER,LOW,MODERATE,MODERATE
499,9.154999732971191,5.837999820709229,Wuya,Mokwa,NIGER,HIGH,LOW,LOW
500,9.140000343322754,4.817999839782715,Gana,Mokwa,NIGER,LOW,MODERATE,HIGH
501,9.128000259399414,9.755000114440918,Langtang,Langtang North,PLATEAU,MODERATE,HIGH,HIGH
502,9.114999771118164,12.876999855041504,Gurin,Fufure,ADAMAWA,LOW,LOW,LOW
503,9.111000061035156,4.834000110626221,Jebba,Moro,KWARA,MODERATE,MODERATE,LOW
504,9.109999656677246,7.217999935150146,Madalla,Suleja,NIGER,HIGH,CRITICAL,CRITICAL
505,9.107999801635742,7.945000171661377,Gitata,Karu,NASARAWA,LOW,MODERATE,HIGH
506,9.102999687194824,3.114000082015991,Kenu,Baruten,KWARA,HIGH,HIGH,LOW
507,9.088000297546387,9.326000213623047,Dokan Tofa,Shendam,PLATEAU,LOW,LOW,HIGH
508,9.076000213623047,3.855999946594238,Kishi,Irepo,OYO,HIGH,LOW,LOW
509,9.074999809265137,6.008999824523926,Bida,Bida,NIGER,HIGH,MODERATE,MODERATE
510,9.074000358581543,5.136000156402588,Shonga,Edu,KWARA,LOW,LOW,LOW
511,9.071000099182129,11.531999588012695,Apawa,Yorro,TARABA,MODERATE,CRITICAL,CRITICAL
512,9.050000190734863,8.409000396728516,Andaha,Akwanga,NASARAWA,LOW,HIGH,LOW
513,9.03600025177002,6.573999881744385,Lapai,Lapai,NIGER,HIGH,MODERATE,LOW
514,9.03499984741211,5.868000030517578,Jima,Gbako,NIGER,LOW,LOW,LOW
515,9.029999732971191,6.870999813079834,Pate,Abaji,FCT,LOW,MODERATE,LOW
516,9.022000312805176,8.206000328063965,Moroa,Akwanga,NASARAWA,MODERATE,CRITICAL,HIGH
517,9.01200008392334,5.571000099182129,Ganegi,Edati,NIGER,LOW,LOW,LOW
518,8.970000267028809,9.78499984741211,Gerkawa,Mikang,PLATEAU,LOW,LOW,HIGH
519,8.961000442504883,11.901000022888184,Jarang,Mayo Belwa,ADAMAWA,HIGH,CRITICAL,CRITICAL
520,8.95300006866455,5.144000053405762,Dumaji,Edu,KWARA,CRITICAL,CRITICAL,CRITICAL
521,8.940999984741211,6.329999923706055,Bulofa,Agaie,NIGER,MODERATE,MODERATE,HIGH
522,8.934000015258789,12.067000389099121,Mayo Faran,Mayo Belwa,ADAMAWA,LOW,MODERATE,MODERATE
523,8.930999755859375,9.277000427246094,Kwolla,Qua'an Pan,PLATEAU,MODERATE,MODERATE,MODERATE
524,8.913000106811523,7.5,Waru,Abuja Municipal,FCT,LOW,MODERATE,CRITICAL
525,8.906999588012695,3.436000108718872,Ilesha-ibariba,Baruten,KWARA,LOW,MODERATE,HIGH
526,8.906000137329102,8.407999992370605,Akwanga,Akwanga,NASARAWA,MODERATE,MODERATE,MODERATE
527,8.894000053405762,9.472000122070312,Shendam,Shendam,PLATEAU,HIGH,HIGH,HIGH
528,8.890000343322754,7.244999885559082,Kuje,Abuja Municipal,FCT,MODERATE,HIGH,HIGH
529,8.88599967956543,7.703999996185303,Uke,Karu,NASARAWA,LOW,MODERATE,HIGH
530,8.883999824523926,11.369000434875488,Jalingo,Jalingo,TARABA,LOW,MODERATE,CRITICAL
531,8.878000259399414,8.27400016784668,Gudi,Akwanga,NASARAWA,LOW,HIGH,CRITICAL
532,8.87399959564209,6.999000072479248,Kwali,Kwali,FCT,MODERATE,HIGH,HIGH
533,8.873000144958496,3.147000074386597,Gwanara,Baruten,KWARA,MODERATE,MODERATE,MODERATE
534,8.857000350952148,10.791999816894531,Zhiru,Karim-Lamido,TARABA,LOW,HIGH,CRITICAL
535,8.852999687194824,4.416999816894531,Araromi,Moro,KWARA,LOW,LOW,MODERATE
536,8.845999717712402,5.425000190734863,Lafiagi,Edu,KWARA,MODERATE,MODERATE,MODERATE
537,8.842000007629395,6.709000110626221,Mayaki,Lapai,NIGER,CRITICAL,HIGH,CRITICAL
538,8.84000015258789,7.875999927520752,Keffi,Keffi,NASARAWA,MODERATE,MODERATE,HIGH
539,8.836999893188477,12.576000213623047,Barasa,Fufure,ADAMAWA,HIGH,HIGH,CRITICAL
540,8.833000183105469,11.699999809265137,Monkin,Zing,TARABA,CRITICAL,CRITICAL,CRITICAL
541,8.829999923706055,10.24899959564209,Pinau,Wase,PLATEAU,MODERATE,HIGH,CRITICAL
542,8.82800006866455,3.760999917984009,Igboho,Orelope,OYO,LOW,MODERATE,HIGH
543,8.821000099182129,7.553999900817871,Karshi,Abuja Municipal,FCT,LOW,LOW,LOW
